serviceId,oldName,newName,oldSlug,newSlug,oldCategory,newCategory,action,reason,riskLevel,diyAvailable,duplicateStatus,legacyStatus,seoStatus,finalStatus,kind,electricalArea
prop-135,,Earthing Repair,,earthing-repair,electrical,electrical,ADD,Protective earth work requires qualified work,RED,false,unique,n/a-audit,proposed,proposed-approved,child,earthing
prop-136,,Electric Gate Motor Electrical Diagnosis,,electric-gate-motor-electrical-diagnosis,electrical,electrical,ADD,Gate automation electrical; specialized,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,other
prop-137,,Electrical Appliance Point Installation,,electrical-appliance-point-installation,electrical,electrical,ADD,New appliance supply point,RED,false,unique,n/a-audit,proposed,proposed-approved,child,connections
prop-138,,Electrical Control Panel Inspection,,electrical-control-panel-inspection,electrical,electrical,ADD,Panel inspection,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,controls
prop-139,,Electrical Control Panel Repair,,electrical-control-panel-repair,electrical,electrical,ADD,Panel repair may be specialized,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,controls
prop-140,Electrical Fault Finding,Electrical Fault Diagnosis,electrical-fault-finding,electrical-fault-diagnosis,electrical,electrical,RENAME,Aligns terminology with other diagnosis offerings; clearer customer language. Pre-launch OK to change.,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-141,Electrical Inspection,Electrical Inspection,electrical-inspection,electrical-inspection,electrical,electrical,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-142,,Electrical Load Inspection,,electrical-load-inspection,electrical,electrical,ADD,Load assessment intent distinct from fault finding,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,inspection
prop-143,,Electrical Overheating Investigation,,electrical-overheating-investigation,electrical,electrical,ADD,Thermal hazard investigation,RED,false,unique,n/a-audit,proposed,proposed-approved,child,emergency
prop-144,,Electrical Safety Inspection,,electrical-safety-inspection,electrical,electrical,ADD,Distinct safety-focused inspection vs general inspection,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,inspection
prop-145,,Emergency Electrical Fault Repair,,emergency-electrical-fault-repair,electrical,electrical,ADD,Emergency response offering,RED,false,unique,n/a-audit,proposed,proposed-approved,child,emergency
prop-146,,Emergency Light Inspection,,emergency-light-inspection,electrical,electrical,ADD,Life-safety lighting check,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,lighting
prop-147,,Emergency Light Repair,,emergency-light-repair,electrical,electrical,ADD,Emergency lighting repair,RED,false,unique,n/a-audit,proposed,proposed-approved,child,lighting
prop-148,,Equipotential Bonding Inspection,,equipotential-bonding-inspection,electrical,electrical,ADD,Specialized bonding; regulated context possible,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,earthing
prop-149,,Exhaust Fan Installation,,exhaust-fan-installation,electrical,electrical,ADD,Exhaust fan install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,fans
prop-150,,Exhaust Fan Repair,,exhaust-fan-repair,electrical,electrical,ADD,Exhaust fan repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,fans
prop-151,,Exhaust Fan Replacement,,exhaust-fan-replacement,electrical,electrical,ADD,Exhaust fan swap,RED,false,unique,n/a-audit,proposed,proposed-approved,child,fans
prop-152,,Garden Electrical Fault Diagnosis,,garden-electrical-fault-diagnosis,electrical,electrical,ADD,Outdoor circuit faults,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,outdoor
prop-153,,Garden Light Installation,,garden-light-installation,electrical,electrical,ADD,Landscape lighting install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,outdoor
prop-154,,Ground Fault Diagnosis,,ground-fault-diagnosis,electrical,electrical,ADD,Earth leakage / GF intent,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,diagnosis
prop-155,,Intercom Power Supply Repair,,intercom-power-supply-repair,electrical,electrical,ADD,Intercom PSU electrical,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,other
prop-156,,Isolator Switch Installation,,isolator-switch-installation,electrical,electrical,ADD,Appliance isolator point,RED,false,unique,n/a-audit,proposed,proposed-approved,child,sockets-switches
prop-157,,Isolator Switch Replacement,,isolator-switch-replacement,electrical,electrical,ADD,Isolator replacement,RED,false,unique,n/a-audit,proposed,proposed-approved,child,sockets-switches
prop-158,,Junction Box Repair,,junction-box-repair,electrical,electrical,ADD,Joint/enclosure repair,RED,false,unique,n/a-audit,proposed,proposed-approved,child,wiring
prop-159,LED Light Installation,LED Light Installation,led-light-installation,led-light-installation,electrical,electrical,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-160,LED Light Replacement,LED Light Replacement,led-light-replacement,led-light-replacement,electrical,electrical,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-161,Light Installation,Light Installation,light-installation,light-installation,electrical,electrical,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-162,Light Repair,Light Repair,light-repair,light-repair,electrical,electrical,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-163,,Light Timer Installation,,light-timer-installation,electrical,electrical,ADD,Timer control install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,smart-sensor
prop-164,,Lobby Lighting Maintenance,,lobby-lighting-maintenance,electrical,electrical,ADD,Lobby lighting maintenance,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,building
prop-165,,MCB Installation,,mcb-installation,electrical,electrical,ADD,MCB install distinct from inspection,RED,false,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-166,,MCB Replacement,,mcb-replacement,electrical,electrical,ADD,MCB like-for-like/upsize,RED,false,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-167,,MCCB Inspection,,mccb-inspection,electrical,electrical,ADD,MCCB-focused inspection,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-168,,MCCB Replacement,,mccb-replacement,electrical,electrical,ADD,Higher-capacity breaker work,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-169,,Motion Sensor Installation,,motion-sensor-installation,electrical,electrical,ADD,Occupancy/motion control,RED,false,unique,n/a-audit,proposed,proposed-approved,child,smart-sensor
prop-170,,Motor Starter Repair,,motor-starter-repair,electrical,electrical,ADD,Starter gear repair,RED,false,unique,n/a-audit,proposed,proposed-approved,child,motors
prop-171,,Neutral Fault Diagnosis,,neutral-fault-diagnosis,electrical,electrical,ADD,Dangerous neutral faults,RED,false,unique,n/a-audit,proposed,proposed-approved,child,diagnosis
prop-172,,Neutral Link Replacement,,neutral-link-replacement,electrical,electrical,ADD,DB neutral hardware,RED,false,unique,n/a-audit,proposed,proposed-approved,child,distribution
prop-173,,No Power Diagnosis,,no-power-diagnosis,electrical,electrical,ADD,Common booking intent phrase,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,diagnosis
prop-174,,Office Electrical Fault Diagnosis,,office-electrical-fault-diagnosis,electrical,electrical,ADD,Office fault intent,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,commercial
prop-175,,Outdoor Junction Box Repair,,outdoor-junction-box-repair,electrical,electrical,ADD,Weatherproof enclosure repair,RED,false,unique,n/a-audit,proposed,proposed-approved,child,outdoor
prop-176,,Outdoor Light Installation,,outdoor-light-installation,electrical,electrical,ADD,Weather-exposed lighting,RED,false,unique,n/a-audit,proposed,proposed-approved,child,outdoor
prop-177,,Outdoor Light Repair,,outdoor-light-repair,electrical,electrical,ADD,Outdoor fixture repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,outdoor
prop-178,,Overload Relay Replacement,,overload-relay-replacement,electrical,electrical,ADD,Motor protection relay,RED,false,unique,n/a-audit,proposed,proposed-approved,child,controls
prop-179,,Parking Area Electrical Maintenance,,parking-area-electrical-maintenance,electrical,electrical,ADD,Parking electrical maintenance,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,building
prop-180,,Partial Power Failure Diagnosis,,partial-power-failure-diagnosis,electrical,electrical,ADD,Circuit-level outage vs total failure,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,diagnosis
prop-181,,Phase Failure Diagnosis,,phase-failure-diagnosis,electrical,electrical,ADD,Missing-phase / imbalance symptoms,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,commercial
prop-182,,Pool Area Electrical Inspection,,pool-area-electrical-inspection,electrical,electrical,ADD,Wet-area electrical; heightened safety,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,outdoor
prop-183,,Power Failure Diagnosis,,power-failure-diagnosis,electrical,electrical,ADD,Whole/partial outage triage,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,diagnosis
prop-184,,Preventive Electrical Maintenance,,preventive-electrical-maintenance,electrical,electrical,ADD,General preventive electrical,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,preventive
prop-185,,RCBO Installation,,rcbo-installation,electrical,electrical,ADD,Combined RCD/MCB device,RED,false,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-186,,RCBO Replacement,,rcbo-replacement,electrical,electrical,ADD,RCBO replacement,RED,false,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-187,,RCCB Installation,,rccb-installation,electrical,electrical,ADD,Residual current device install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-188,,RCCB Replacement,,rccb-replacement,electrical,electrical,ADD,RCCB replacement,RED,false,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-189,,Scheduled Electrical Inspection,,scheduled-electrical-inspection,electrical,electrical,ADD,Recurring inspection contracts,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,preventive
prop-190,,Sensor Light Installation,,sensor-light-installation,electrical,electrical,ADD,Sensor lighting install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,smart-sensor
prop-191,,Shop Electrical Inspection,,shop-electrical-inspection,electrical,electrical,ADD,Retail unit inspection,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,commercial
prop-192,Short-Circuit Diagnosis,Short-Circuit Diagnosis,short-circuit-diagnosis,short-circuit-diagnosis,electrical,electrical,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-193,,Site Electrical Safety Check,,site-electrical-safety-check,electrical,electrical,ADD,Pre-handover / site safety check,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,inspection
prop-194,,Smart Lighting Setup,,smart-lighting-setup,electrical,electrical,ADD,Commissioning/setup of smart lights,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,smart-sensor
prop-195,,Smart Switch Installation,,smart-switch-installation,electrical,electrical,ADD,Smart switch install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,smart-sensor
prop-196,,Smart Switch Replacement,,smart-switch-replacement,electrical,electrical,ADD,Smart switch swap,RED,false,unique,n/a-audit,proposed,proposed-approved,child,smart-sensor
prop-197,,Socket Installation,,socket-installation,electrical,electrical,ADD,New point install ≠ replacement,RED,false,unique,n/a-audit,proposed,proposed-approved,child,sockets-switches
prop-198,,Socket Relocation,,socket-relocation,electrical,electrical,ADD,Position change / circuit work,RED,false,unique,n/a-audit,proposed,proposed-approved,child,sockets-switches
prop-199,Socket Repair,Socket Repair,socket-repair,socket-repair,electrical,electrical,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-200,Socket Replacement,Socket Replacement,socket-replacement,socket-replacement,electrical,electrical,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-201,,Sparking Outlet Investigation,,sparking-outlet-investigation,electrical,electrical,ADD,Immediate hazard investigation,RED,false,unique,n/a-audit,proposed,proposed-approved,child,emergency
prop-202,,Staircase Lighting Repair,,staircase-lighting-repair,electrical,electrical,ADD,Common-area stair lighting,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,building
prop-203,,Surface Wiring Installation,,surface-wiring-installation,electrical,electrical,ADD,Surface conduit/wiring,RED,false,unique,n/a-audit,proposed,proposed-approved,child,wiring
prop-204,,Surge Protection Device Installation,,surge-protection-device-installation,electrical,electrical,ADD,SPD install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,protection
prop-205,Switch Repair,Switch Repair,switch-repair,switch-repair,electrical,electrical,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-206,Switch Replacement,Switch Replacement,switch-replacement,switch-replacement,electrical,electrical,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-207,,Temporary Power Setup,,temporary-power-setup,electrical,electrical,ADD,Temporary supply; controls needed,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,other
prop-208,,Three-Phase Supply Inspection,,three-phase-supply-inspection,electrical,electrical,ADD,Three-phase commercial inspection,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,commercial
prop-209,,Timer Switch Installation,,timer-switch-installation,electrical,electrical,ADD,Electromechanical/digital timer,RED,false,unique,n/a-audit,proposed,proposed-approved,child,controls
prop-210,,Timer Switch Repair,,timer-switch-repair,electrical,electrical,ADD,Timer fault repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,controls
prop-211,,Track Lighting Installation,,track-lighting-installation,electrical,electrical,ADD,Track system install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,lighting
prop-212,,Two-Way Switch Installation,,two-way-switch-installation,electrical,electrical,ADD,Multiway switching scope,RED,false,unique,n/a-audit,proposed,proposed-approved,child,sockets-switches
prop-213,,UPS Electrical Connection Inspection,,ups-electrical-connection-inspection,electrical,electrical,ADD,UPS integration inspection,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,other
prop-214,,Voltage Problem Diagnosis,,voltage-problem-diagnosis,electrical,electrical,ADD,Customer voltage-fluctuation intent,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,diagnosis
prop-215,,Wall Fan Installation,,wall-fan-installation,electrical,electrical,ADD,Wall fan install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,fans
prop-216,,Wall Fan Repair,,wall-fan-repair,electrical,electrical,ADD,Wall fan repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,fans
prop-217,,Wall Light Installation,,wall-light-installation,electrical,electrical,ADD,Fixture-specific install,RED,false,unique,n/a-audit,proposed,proposed-approved,child,lighting
prop-218,,Water Heater Electrical Connection,,water-heater-electrical-connection,electrical,electrical,ADD,Fixed appliance connection; safety review,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,connections
prop-219,,Water Pump Motor Electrical Repair,,water-pump-motor-electrical-repair,electrical,electrical,ADD,Pump motor electrical — not appliance category,RED,false,unique,n/a-audit,proposed,proposed-approved,child,motors
prop-220,,Weatherproof Socket Installation,,weatherproof-socket-installation,electrical,electrical,ADD,Outdoor IP-rated socket work,RED,false,unique,n/a-audit,proposed,proposed-approved,child,sockets-switches
prop-221,Wiring Inspection,Wiring Inspection,wiring-inspection,wiring-inspection,electrical,electrical,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-222,Wiring Repair,Wiring Repair,wiring-repair,wiring-repair,electrical,electrical,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-223,Wiring Replacement,Wiring Replacement,wiring-replacement,wiring-replacement,electrical,electrical,KEEP,Existing approved baseline service,REVIEW_REQUIRED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-224,Apartment Maintenance,Apartment Maintenance,apartment-maintenance,apartment-maintenance,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-225,Cabinet & Hardware Repair,Cabinet & Hardware Repair,cabinet-and-hardware-repair,cabinet-and-hardware-repair,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-226,Commercial Building Maintenance,Commercial Building Maintenance,commercial-building-maintenance,commercial-building-maintenance,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-227,Common Area Maintenance,Common Area Maintenance,common-area-maintenance,common-area-maintenance,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-228,Corrective Building Maintenance,Corrective Building Maintenance,corrective-building-maintenance,corrective-building-maintenance,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-229,Door Hardware Replacement,Door Hardware Replacement,door-hardware-replacement,door-hardware-replacement,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-230,Door Repair & Adjustment,Door Repair & Adjustment,door-repair-and-adjustment,door-repair-and-adjustment,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-231,,False Ceiling Repair,,false-ceiling-repair,general-maintenance,general-maintenance,ADD,Gypsum/false ceiling corrective work,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-232,Fixture Replacement,Fixture Replacement,fixture-replacement,fixture-replacement,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-233,,Gate Repair,,gate-repair,general-maintenance,general-maintenance,ADD,Mechanical gate repair (non-electrical),YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-234,General Handyman Service,General Handyman Service,general-handyman-service,general-handyman-service,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-235,,Handrail Repair,,handrail-repair,general-maintenance,general-maintenance,ADD,Stair/balcony handrail repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-236,Lock Repair & Replacement,Lock Repair & Replacement,lock-repair-and-replacement,lock-repair-and-replacement,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-237,Minor Building Repairs,Minor Building Repairs,minor-building-repairs,minor-building-repairs,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-238,Minor Civil Maintenance,Minor Civil Maintenance,minor-civil-maintenance,minor-civil-maintenance,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-239,Preventive Building Maintenance,Preventive Building Maintenance,preventive-building-maintenance,preventive-building-maintenance,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-240,Property Inspection,Property Inspection,property-inspection,property-inspection,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-241,Residential Building Maintenance,Residential Building Maintenance,residential-building-maintenance,residential-building-maintenance,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-242,,Tile Repair,,tile-repair,general-maintenance,general-maintenance,ADD,Loose/broken tile repair,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-243,Villa Maintenance,Villa Maintenance,villa-maintenance,villa-maintenance,general-maintenance,general-maintenance,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-244,Cross-Trainer Maintenance,Cross-Trainer Maintenance,cross-trainer-maintenance,cross-trainer-maintenance,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-245,Exercise Bike Maintenance,Exercise Bike Maintenance,exercise-bike-maintenance,exercise-bike-maintenance,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-246,Fitness Equipment Inspection,Fitness Equipment Inspection,fitness-equipment-inspection,fitness-equipment-inspection,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-247,Gym Deep Cleaning,Gym Deep Cleaning,gym-deep-cleaning,gym-deep-cleaning,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-248,Gym Disinfection,Gym Disinfection,gym-disinfection,gym-disinfection,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-249,Gym Equipment Cleaning,Gym Equipment Cleaning,gym-equipment-cleaning,gym-equipment-cleaning,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-250,Gym Floor Cleaning,Gym Floor Cleaning,gym-floor-cleaning,gym-floor-cleaning,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-251,Gym Glass Cleaning,Gym Glass Cleaning,gym-glass-cleaning,gym-glass-cleaning,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-252,,Gym Mirror Cleaning,,gym-mirror-cleaning,gym,gym,ADD,Distinct from glass cleaning in gym context,GREEN,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-253,Gym Regular Cleaning,Gym Regular Cleaning,gym-regular-cleaning,gym-regular-cleaning,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-254,Gym Sanitization,Gym Sanitization,gym-sanitization,gym-sanitization,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-255,Locker Cleaning,Locker Cleaning,locker-cleaning,locker-cleaning,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-256,Preventive Gym Maintenance,Preventive Gym Maintenance,preventive-gym-maintenance,preventive-gym-maintenance,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-257,Shower & Changing Room Cleaning,Shower & Changing Room Cleaning,shower-and-changing-room-cleaning,shower-and-changing-room-cleaning,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-258,Treadmill Maintenance,Treadmill Maintenance,treadmill-maintenance,treadmill-maintenance,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-259,Weight Equipment Maintenance,Weight Equipment Maintenance,weight-equipment-maintenance,weight-equipment-maintenance,gym,gym,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-260,Microwave Control Panel Problem,Microwave Control Panel Problem,microwave-control-panel-problem,microwave-control-panel-problem,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-261,Microwave Display Problem,Microwave Display Problem,microwave-display-problem,microwave-display-problem,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-262,Microwave Door Problem,Microwave Door Problem,microwave-door-problem,microwave-door-problem,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-263,Microwave Door Switch Repair,Microwave Door Switch Repair,microwave-door-switch-repair,microwave-door-switch-repair,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-264,Microwave Electrical Diagnosis,Microwave Electrical Diagnosis,microwave-electrical-diagnosis,microwave-electrical-diagnosis,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-265,Microwave Fan Problem,Microwave Fan Problem,microwave-fan-problem,microwave-fan-problem,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-266,Microwave Fuse Replacement,Microwave Fuse Replacement,microwave-fuse-replacement,microwave-fuse-replacement,microwave,microwave,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-267,Microwave Heating Problem,Microwave Heating Problem,microwave-heating-problem,microwave-heating-problem,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-268,Microwave Inspection,Microwave Inspection,microwave-inspection,microwave-inspection,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-269,Microwave Internal Cleaning,Microwave Internal Cleaning,microwave-internal-cleaning,microwave-internal-cleaning,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-270,Microwave No-Power Diagnosis,Microwave No-Power Diagnosis,microwave-no-power-diagnosis,microwave-no-power-diagnosis,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-271,,Microwave Preventive Maintenance,,microwave-preventive-maintenance,microwave,microwave,ADD,PM offering gap,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-272,Microwave Spark Problem,Microwave Spark Problem,microwave-spark-problem,microwave-spark-problem,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-273,Microwave Turntable Problem,Microwave Turntable Problem,microwave-turntable-problem,microwave-turntable-problem,microwave,microwave,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-274,Gas Oven Inspection,Gas Oven Inspection,gas-oven-inspection,gas-oven-inspection,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-275,Oven Cleaning,Oven Cleaning,oven-cleaning,oven-cleaning,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-276,Oven Control Panel Problem,Oven Control Panel Problem,oven-control-panel-problem,oven-control-panel-problem,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-277,Oven Door Repair,Oven Door Repair,oven-door-repair,oven-door-repair,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-278,Oven Door Seal Replacement,Oven Door Seal Replacement,oven-door-seal-replacement,oven-door-seal-replacement,oven,oven,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-279,Oven Electrical Fault Diagnosis,Oven Electrical Fault Diagnosis,oven-electrical-fault-diagnosis,oven-electrical-fault-diagnosis,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-280,Oven Fan Repair,Oven Fan Repair,oven-fan-repair,oven-fan-repair,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
prop-281,Oven Heating Element Replacement,Oven Heating Element Replacement,oven-heating-element-replacement,oven-heating-element-replacement,oven,oven,KEEP,Existing approved baseline service,RED,false,unique,n/a-audit,proposed,proposed-approved,child,
prop-282,Oven Inspection,Oven Inspection,oven-inspection,oven-inspection,oven,oven,KEEP,Existing approved baseline service,YELLOW,true,unique,n/a-audit,proposed,proposed-approved,child,
