serviceId,serviceSlug,serviceName,diyGuideId,diySlug,primary,safetyClass,publicationStatus,wordCountEN,wordCountAR,imageStatus,mappingStatus,notes
cmtu4ky7000duut9oa6v0ko07,ac-drain-cleaning,AC Drain Cleaning,cmtu4l21200ctutg4edpfwd7l,diy-shell-ac-drain-cleaning,true,YELLOW,published,1495,1184,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7300dyut9o0ntshrrb,ac-drain-pipe-repair,AC Drain Pipe Repair,cmtu4l21c00cxutg4xezbrbtn,diy-shell-ac-drain-pipe-repair,true,RED,published,1549,1254,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7500e2ut9o7l31gn1o,ac-water-leakage-repair,AC Water Leakage Repair,cmtu4l21l00d1utg48ywwv46d,diy-shell-ac-water-leakage-repair,true,RED,published,1543,1232,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7800e6ut9oogiwquri,ac-cooling-problem-diagnosis,AC Cooling Problem Diagnosis,cmtu4l21v00d5utg4nml1fvnm,diy-shell-ac-cooling-problem-diagnosis,true,YELLOW,published,1513,1230,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7b00eaut9otlvr94n3,ac-gas-check,AC Gas Check,cmtu4l22500d9utg43za3f0as,diy-shell-ac-gas-check,true,RED,published,1500,1208,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7e00eeut9oxjpy3r8w,ac-gas-recharge,AC Gas Recharge,cmtu4l22f00ddutg4g844wms7,diy-shell-ac-gas-recharge,true,RED,published,1511,1190,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7h00eiut9o3729u4ug,ac-noise-problem-diagnosis,AC Noise Problem Diagnosis,cmtu4l22o00dhutg4386pbo5z,diy-shell-ac-noise-problem-diagnosis,true,YELLOW,published,1509,1224,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7k00emut9oatant6w8,ac-installation,AC Installation,cmtu4l22x00dlutg4riswfqqq,diy-shell-ac-installation,true,RED,published,1461,1215,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7m00equt9oqr3au09c,ac-replacement,AC Replacement,cmtu4l23600dputg4c25da60j,diy-shell-ac-replacement,true,RED,published,1453,1212,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7p00euut9o6myvvclq,split-ac-maintenance,Split AC Maintenance,cmtu4l23f00dtutg4x0q2bt3i,diy-shell-split-ac-maintenance,true,YELLOW,published,1480,1215,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7t00eyut9ojqf8nyxb,central-ac-maintenance,Central AC Maintenance,cmtu4l23o00dxutg40nvppfyj,diy-shell-central-ac-maintenance,true,RED,published,1499,1217,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7w00f2ut9opgevayuh,ducted-ac-maintenance,Ducted AC Maintenance,cmtu4l23x00e1utg47u9y47tv,diy-shell-ducted-ac-maintenance,true,RED,published,1498,1211,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky7z00f6ut9owvkof6xe,package-ac-maintenance,Package AC Maintenance,cmtu4l24600e5utg4vxxi961r,diy-shell-package-ac-maintenance,true,RED,published,1505,1201,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8100faut9ox1w6goo9,ac-preventive-maintenance,AC Preventive Maintenance,cmtu4l24f00e9utg4w1juc1pl,diy-shell-ac-preventive-maintenance,true,YELLOW,published,1469,1184,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8400feut9okitidbwl,interior-painting,Interior Painting,cmtu4l24p00edutg4d85r9v5p,diy-shell-interior-painting,true,YELLOW,published,1448,1207,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8800fiut9oco7m6wez,exterior-painting,Exterior Painting,cmtu4l24y00ehutg4maot4iaz,diy-shell-exterior-painting,true,YELLOW,published,1454,1189,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8c00fmut9opzmtaym7,residential-painting,Residential Painting,cmtu4l25700elutg4h7d9ravj,diy-shell-residential-painting,true,YELLOW,published,1438,1201,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8f00fqut9oqh7x32oi,villa-painting,Villa Painting,cmtu4l25g00eputg4h180rl4z,diy-shell-villa-painting,true,YELLOW,published,1444,1202,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8i00fuut9olwob9avb,apartment-painting,Apartment Painting,cmtu4l25p00etutg47sh7lfdh,diy-shell-apartment-painting,true,YELLOW,published,1447,1202,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8l00fyut9o47a3cdat,office-painting,Office Painting,cmtu4l25z00exutg4o3e54h0k,diy-shell-office-painting,true,YELLOW,published,1443,1195,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8o00g2ut9okal3gu0t,commercial-painting,Commercial Painting,cmtu4l26800f1utg4ol8jcxgk,diy-shell-commercial-painting,true,YELLOW,published,1458,1188,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8r00g6ut9oh44vs9s9,wall-painting,Wall Painting,cmtu4l26h00f5utg4ht67q87j,diy-shell-wall-painting,true,YELLOW,published,1433,1203,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8u00gaut9o0kk19v50,ceiling-painting,Ceiling Painting,cmtu4l26p00f9utg4bs288c4r,diy-shell-ceiling-painting,true,YELLOW,published,1442,1222,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8w00geut9owl2kcabo,door-painting,Door Painting,cmtu4l26z00fdutg45l1wyqef,diy-shell-door-painting,true,YELLOW,published,1438,1219,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky8z00giut9oyo1fcjqb,metal-painting,Metal Painting,cmtu4l27800fhutg4lc4onpy3,diy-shell-metal-painting,true,YELLOW,published,1462,1214,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9300gmut9oogevqf0f,wood-painting,Wood Painting,cmtu4l27h00flutg4krb1uxt7,diy-shell-wood-painting,true,YELLOW,published,1442,1214,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9600gqut9otzkakuaq,repainting,Repainting,cmtu4l27q00fputg4cf1jsa9t,diy-shell-repainting,true,YELLOW,published,1409,1197,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9900guut9o02pt2qv2,touch-up-painting,Touch-Up Painting,cmtu4l1bk001putg4f7v7pqbg,diy-touch-up-painting,true,GREEN,published,1306,1007,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9c00gyut9o6514zaxz,texture-painting,Texture Painting,cmtu4l27z00ftutg420wmu93x,diy-shell-texture-painting,true,YELLOW,published,1523,1211,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9e00h2ut9ohfn5nniw,decorative-painting,Decorative Painting,cmtu4l28800fxutg4p42m969r,diy-shell-decorative-painting,true,YELLOW,published,1445,1219,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9h00h6ut9o3pwxo1ja,wall-inspection,Wall Inspection,cmtu4l28i00g1utg4yl6d1ieq,diy-shell-wall-inspection,true,YELLOW,published,1278,1213,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9k00haut9ociz9gm80,wall-crack-repair,Wall Crack Repair,cmtu4l28r00g5utg46wfqovcn,diy-shell-wall-crack-repair,true,YELLOW,published,1464,1212,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9n00heut9ohthwge9r,structural-crack-assessment,Structural Crack Assessment,cmtu4l28z00g9utg4iefdsv5e,diy-shell-structural-crack-assessment,true,RED,published,1508,1205,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9q00hiut9o1a7ykobz,plaster-repair,Plaster Repair,cmtu4l29800gdutg4xmtzwapm,diy-shell-plaster-repair,true,YELLOW,published,1447,1192,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9t00hmut9oyz8v3s09,wall-hole-repair,Wall Hole Repair,cmtu4l29g00ghutg4wy1a7cda,diy-shell-wall-hole-repair,true,YELLOW,published,1648,1217,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9v00hqut9opauplvaz,wall-damage-repair,Wall Damage Repair,cmtu4l29p00glutg43cmdk3p3,diy-shell-wall-damage-repair,true,YELLOW,published,1477,1215,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky9y00huut9oby5070hf,damp-wall-repair,Damp Wall Repair,cmtu4l29y00gputg4ns1j0xsk,diy-shell-damp-wall-repair,true,RED,published,1510,1232,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kya100hyut9oehufw0ou,moisture-damage-repair,Moisture Damage Repair,cmtu4l2a700gtutg44jjsl8ht,diy-shell-moisture-damage-repair,true,RED,published,1502,1226,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kya400i2ut9o1iwdmqaa,mold-affected-wall-treatment,Mold-Affected Wall Treatment,cmtu4l2af00gxutg4bvofj8d1,diy-shell-mold-affected-wall-treatment,true,RED,published,1518,1230,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kya700i6ut9owp9phtu0,peeling-paint-repair,Peeling Paint Repair,cmtu4l2ap00h1utg4bycerhpr,diy-shell-peeling-paint-repair,true,YELLOW,published,1473,1204,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kya900iaut9oq6fup73l,wall-patching,Wall Patching,cmtu4l2ay00h5utg4p0hkyubo,diy-shell-wall-patching,true,YELLOW,published,1432,1195,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyac00ieut9omszitkyz,wall-skimming,Wall Skimming,cmtu4l2b700h9utg4183r8gkl,diy-shell-wall-skimming,true,YELLOW,published,1443,1190,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyaf00iiut9ozfjqfgk6,surface-preparation,Surface Preparation,cmtu4l2bh00hdutg4jp8ztzdz,diy-shell-surface-preparation,true,YELLOW,published,1434,1188,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyai00imut9oumhu7719,gypsum-wall-repair,Gypsum Wall Repair,cmtu4l2br00hhutg4cbpfgzau,diy-shell-gypsum-wall-repair,true,YELLOW,published,1473,1203,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyal00iqut9ocbn81yc9,partition-wall-repair,Partition Wall Repair,cmtu4l2c000hlutg4owkapdza,diy-shell-partition-wall-repair,true,RED,published,1503,1224,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyao00iuut9o8pof45um,swimming-pool-inspection,Swimming Pool Inspection,cmtu4l1bs001tutg4gq14c7in,diy-swimming-pool-inspection,true,GREEN,published,1588,1344,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyar00iyut9ow8uhf0ce,swimming-pool-cleaning,Swimming Pool Cleaning,cmtu4l1c1001xutg478id2yaq,diy-swimming-pool-cleaning,true,GREEN,published,1618,1321,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyau00j2ut9ox9py8l7c,pool-vacuum-cleaning,Pool Vacuum Cleaning,cmtu4l1cb0021utg4ua5xhtke,diy-pool-vacuum-cleaning,true,GREEN,published,1607,1370,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyaw00j6ut9ogy5dxlwm,pool-skimming,Pool Skimming,cmtu4l1cj0025utg43pc3h3st,diy-pool-skimming,true,GREEN,published,1563,1334,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyaz00jaut9ownlosn0z,pool-water-testing,Pool Water Testing,cmtu4l2c800hputg4eaph0127,diy-shell-pool-water-testing,true,REVIEW_REQUIRED,published,1498,1230,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyb200jeut9o5240gno4,pool-chemical-balancing,Pool Chemical Balancing,cmtu4l2ch00htutg4gz65nq2p,diy-shell-pool-chemical-balancing,true,REVIEW_REQUIRED,published,1510,1215,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyb500jiut9obdohjb8j,pool-filter-cleaning,Pool Filter Cleaning,cmtu4l2cq00hxutg43s622mbn,diy-shell-pool-filter-cleaning,true,REVIEW_REQUIRED,published,1509,1219,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyb800jmut9o4qe34efs,pool-filter-maintenance,Pool Filter Maintenance,cmtu4l2cz00i1utg4f5zkhgm8,diy-shell-pool-filter-maintenance,true,REVIEW_REQUIRED,published,1511,1218,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyba00jqut9odk3ho8g5,pool-pump-inspection,Pool Pump Inspection,cmtu4l2d700i5utg4t4rq03r1,diy-shell-pool-pump-inspection,true,RED,published,1498,1231,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kybd00juut9ok0czkske,pool-pump-maintenance,Pool Pump Maintenance,cmtu4l2dg00i9utg4e1owmp6o,diy-shell-pool-pump-maintenance,true,RED,published,1491,1213,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kybg00jyut9o2gwfsfs5,pool-tile-cleaning,Pool Tile Cleaning,cmtu4l1cs0029utg468t1c8jo,diy-pool-tile-cleaning,true,GREEN,published,1606,1363,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kybj00k2ut9oednc74i7,pool-drain-cleaning,Pool Drain Cleaning,cmtu4l2do00idutg464bmjxhm,diy-shell-pool-drain-cleaning,true,REVIEW_REQUIRED,published,1498,1222,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kybm00k6ut9orh8glbon,pool-equipment-inspection,Pool Equipment Inspection,cmtu4l2dy00ihutg4gn1mtzlu,diy-shell-pool-equipment-inspection,true,RED,published,1501,1212,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kybq00kaut9o5770z32q,pool-leak-inspection,Pool Leak Inspection,cmtu4l2e600ilutg4pwomuxyz,diy-shell-pool-leak-inspection,true,RED,published,1507,1215,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kybu00keut9okx76yzua,residential-pool-maintenance,Residential Pool Maintenance,cmtu4l2ef00iputg4u7n63yd5,diy-shell-residential-pool-maintenance,true,YELLOW,published,1483,1216,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyby00kiut9o8srhrt9l,sauna-inspection,Sauna Inspection,cmtu4l2eo00itutg42mubzkl2,diy-shell-sauna-inspection,true,YELLOW,published,1433,1196,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyc100kmut9ozzh9bxnx,sauna-deep-cleaning,Sauna Deep Cleaning,cmtu4l1d0002dutg4ae0chqsv,diy-sauna-deep-cleaning,true,GREEN,published,1622,1298,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyc300kqut9o96z7e77w,sauna-regular-cleaning,Sauna Regular Cleaning,cmtu4l1d8002hutg4d7pj6dnx,diy-sauna-regular-cleaning,true,GREEN,published,1619,1323,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyc600kuut9oluv26ak0,sauna-disinfection,Sauna Disinfection,cmtu4l2ex00ixutg4ohi4opzn,diy-shell-sauna-disinfection,true,REVIEW_REQUIRED,published,1465,1203,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyc900kyut9om7f00j3w,sauna-bench-cleaning,Sauna Bench Cleaning,cmtu4l1dh002lutg42dpyz8x1,diy-sauna-bench-cleaning,true,GREEN,published,1587,1386,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kycc00l2ut9ohwsrzw7t,sauna-floor-cleaning,Sauna Floor Cleaning,cmtu4l1dp002putg47q2taelb,diy-sauna-floor-cleaning,true,GREEN,published,1617,1364,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kycf00l6ut9o0okpxkfu,sauna-wall-cleaning,Sauna Wall Cleaning,cmtu4l1dx002tutg4nhpupezc,diy-sauna-wall-cleaning,true,GREEN,published,1613,1319,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kych00laut9oojisghu2,sauna-glass-cleaning,Sauna Glass Cleaning,cmtu4l1e5002xutg4hnrmyqrf,diy-sauna-glass-cleaning,true,GREEN,published,1613,1385,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyck00leut9o0wo343u1,sauna-heater-inspection,Sauna Heater Inspection,cmtu4l2f600j1utg4rbvqk4fr,diy-shell-sauna-heater-inspection,true,RED,published,1503,1245,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kycn00liut9o8p1v3k8t,sauna-heater-maintenance,Sauna Heater Maintenance,cmtu4l2fe00j5utg4sykq12rj,diy-shell-sauna-heater-maintenance,true,RED,published,1498,1224,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kycq00lmut9o36by6os0,sauna-ventilation-inspection,Sauna Ventilation Inspection,cmtu4l2fn00j9utg4exc7axv8,diy-shell-sauna-ventilation-inspection,true,RED,published,1495,1229,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kycs00lqut9o47orhrjy,sauna-door-maintenance,Sauna Door Maintenance,cmtu4l1ed0031utg49wgpaefl,diy-sauna-door-maintenance,true,GREEN,published,1584,1317,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kycw00luut9ou57l3n9q,sauna-wood-treatment,Sauna Wood Treatment,cmtu4l2fw00jdutg4h14qzli5,diy-shell-sauna-wood-treatment,true,REVIEW_REQUIRED,published,1507,1215,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kycz00lyut9oxnat61ka,sauna-equipment-inspection,Sauna Equipment Inspection,cmtu4l2g500jhutg4nkhf0qt7,diy-shell-sauna-equipment-inspection,true,REVIEW_REQUIRED,published,1505,1213,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyd200m2ut9olkqvfet3,water-tank-inspection,Water Tank Inspection,cmtu4l2gf00jlutg4a24lqnh3,diy-shell-water-tank-inspection,true,YELLOW,published,1459,1220,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyd500m6ut9o1ii4fxn2,water-tank-cleaning-service,Water Tank Cleaning,cmtu4l2go00jputg4gacqk1gd,diy-shell-water-tank-cleaning-service,true,RED,published,1522,1213,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyd700maut9oa2tehghq,water-tank-disinfection,Water Tank Disinfection,cmtu4l2gx00jtutg4lwm2qt26,diy-shell-water-tank-disinfection,true,REVIEW_REQUIRED,published,1495,1243,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyda00meut9owwnh2cte,water-tank-sanitization,Water Tank Sanitization,cmtu4l2h600jxutg4qqq4nx4s,diy-shell-water-tank-sanitization,true,REVIEW_REQUIRED,published,1498,1238,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyde00miut9oo3vz2yly,water-tank-leak-inspection,Water Tank Leak Inspection,cmtu4l2he00k1utg4wczv7wob,diy-shell-water-tank-leak-inspection,true,YELLOW,published,1510,1236,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kydh00mmut9ocomqnfnu,water-tank-cover-repair,Water Tank Cover Repair,cmtu4l2ho00k5utg480inqaz6,diy-shell-water-tank-cover-repair,true,YELLOW,published,1116,1022,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kydk00mqut9owq47dcgj,water-tank-valve-repair,Water Tank Valve Repair,cmtu4l2hy00k9utg46lzy871f,diy-shell-water-tank-valve-repair,true,RED,published,1531,1272,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kydm00muut9osa9ofvzv,tank-pipe-connection-repair,Tank Pipe Connection Repair,cmtu4l2i700kdutg4ne9xuxk4,diy-shell-tank-pipe-connection-repair,true,RED,published,1544,1270,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kydq00myut9og694894p,tank-overflow-repair,Tank Overflow Repair,cmtu4l2ig00khutg4zpadh6kq,diy-shell-tank-overflow-repair,true,RED,published,1492,1231,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kydt00n2ut9og6iq125h,float-valve-repair,Float Valve Repair,cmtu4l2io00klutg4f99rjlgi,diy-shell-float-valve-repair,true,RED,published,1504,1227,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kydw00n6ut9ok5fildm7,residential-water-tank-cleaning,Residential Water Tank Cleaning,cmtu4l2ix00kputg4oshij1bd,diy-shell-residential-water-tank-cleaning,true,RED,published,1542,1212,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kydz00naut9om4kp7orm,villa-water-tank-cleaning,Villa Water Tank Cleaning,cmtu4l2j500ktutg4kqjrj5w3,diy-shell-villa-water-tank-cleaning,true,RED,published,1531,1199,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kye100neut9ocbckl1k6,commercial-water-tank-cleaning,Commercial Water Tank Cleaning,cmtu4l2je00kxutg4uvoyoas8,diy-shell-commercial-water-tank-cleaning,true,RED,published,1543,1215,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kye400niut9o64p5rx81,underground-water-tank-cleaning,Underground Water Tank Cleaning,cmtu4l2jn00l1utg4nukf82b6,diy-shell-underground-water-tank-cleaning,true,RED,published,1553,1272,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kye700nmut9oe76uggql,rooftop-water-tank-cleaning,Rooftop Water Tank Cleaning,cmtu4l2jw00l5utg436skyzy4,diy-shell-rooftop-water-tank-cleaning,true,YELLOW,published,1516,1247,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyea00nqut9o0eowvqym,scheduled-water-tank-maintenance,Scheduled Water Tank Maintenance,cmtu4l2k400l9utg4y5dle21i,diy-shell-scheduled-water-tank-maintenance,true,RED,published,1545,1274,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyed00nuut9ou4v052jf,refrigerator-inspection,Refrigerator Inspection,cmtu4l2kd00ldutg4cuiq1z1z,diy-shell-refrigerator-inspection,true,YELLOW,published,1425,1222,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyeg00nyut9okfooorsu,refrigerator-cooling-problem,Refrigerator Cooling Problem,cmtu4l2kl00lhutg49o5pot3k,diy-shell-refrigerator-cooling-problem,true,YELLOW,published,1469,1214,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyei00o2ut9ovodfshlx,refrigerator-freezing-problem,Refrigerator Freezing Problem,cmtu4l2ku00llutg49qp93goy,diy-shell-refrigerator-freezing-problem,true,YELLOW,published,1465,1210,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4kyel00o6ut9o0m96b5iq,refrigerator-water-leakage,Refrigerator Water Leakage,cmtu4l2l200lputg47c8g8zjv,diy-shell-refrigerator-water-leakage,true,YELLOW,published,1464,1211,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
